species,family,order,fishbase_name,column_pos,depth_min,depth_max,migration,length,length_type,diet,Comments,AddRems
Anoplarchus purpurescens,Stichaeidae,Perciformes,Anoplarchus purpurescens,demersal,1,30,NA,20,TL,variable,"Usually found in intertidal areas under rocks (Ref. 2850).  May remain out of water under rocks or seaweed (Ref. 31184).  Green algae is an important food item but may also feed on polychaete worms, crustaceans and mollusks (Ref. 6885).  Breathes air (Ref. 31184) and can remain out of water for 15-25 hours if kept moist (Ref. 51276).","Usually found in intertidal areas under rocks (Ref. 2850).  May remain out of water under rocks or seaweed (Ref. 31184).  Green algae is an important food item but may also feed on polychaete worms, crustaceans and mollusks (Ref. 6885).  Breathes air (Ref. 31184) and can remain out of water for 15-25 hours if kept moist (Ref. 51276).  Feeds on plants and benthic invertebrates (Ref. 6885)."
Bryozoichthys lysimus,Stichaeidae,Perciformes,Bryozoichthys lysimus,demersal,45,490,NA,27,TL,NA,Found in soft bottoms at depths of 45 - 490 meters; usually on outer continental shelf and upper slope (Ref. 51666).,NA
Bryozoichthys marjorius,Stichaeidae,Perciformes,Bryozoichthys marjorius,bathydemersal,75,380,NA,30,TL,NA,Found in soft bottoms on outer continental shelf and upper slope (Ref. 51666).,NA
Chirolophis decoratus,Stichaeidae,Perciformes,Chirolophis decoratus,demersal,NA,91,NA,42,TL,NA,"Usually among seaweed on rocky bottoms (Ref. 2850); in reef crevices, usually among algae (Ref. 51666).  Occurs in subtidal areas to 91 m depth (Ref. 2850).",NA
Chirolophis nugator,Stichaeidae,Perciformes,Chirolophis nugator,demersal,20,80,NA,15,TL,hunting macrofauna (predator),"Usually in intertidal and subtidal rocky areas (Ref. 2850, 51666).  Sometimes hides in crevices and tubeworms holes with only head protruding (Ref. 2850).",NA
Chirolophis snyderi,Stichaeidae,Perciformes,Chirolophis snyderi,demersal,0,490,NA,20,SL,NA,Inhabits soft and rocky bottoms; usually near shore and shallower than 70 meters (Ref. 51666).,NA
Chirolophis tarsodes,Stichaeidae,Perciformes,Chirolophis tarsodes,demersal,1,75,NA,19,TL,NA,Occurs in shallow subtidal rocky areas (Ref. 2850); on sandy bottom in rocky areas near shore at depths of 70 meters (Ref. 51666).  Minimum depth from Ref. 58018.,NA
Eumesogrammus praecisus,Stichaeidae,Perciformes,Eumesogrammus praecisus,benthopelagic,5,400,NA,22,TL,NA,"Occurs over sand to gravel-and-stone bottoms at depths of 16-400 meters, typically shallower than 70 meters (Ref. 51666).  Benthic; feeds on crustaceans (Ref. 58426).","Occurs over sand to gravel-and-stone bottoms at depths of 16-400 meters, typically shallower than 70 meters (Ref. 51666).  Benthic; feeds on crustaceans (Ref. 58426)."
Leptoclinus maculatus,Stichaeidae,Perciformes,Leptoclinus maculatus,demersal,2,607,NA,20,TL,hunting macrofauna (predator),"Adults, juveniles, and late postlarvae are found on sandy and mud to pebble bottoms, usually in less than 170 meters (Ref. 2850, 51666, 120227), while early postlarvae are pelagic (Ref. 120227). Food consists of polychaetes and crustaceans (Ref. 10571). They are an important prey for pelagic (as larvae) and benthic (as adults) predators (Ref. 120226). Sexual dimorphism is more pronounced after maturation with males displaying faster somatic growth (Ref. 120226).","Inhabits sandy bottoms (Ref. 2850); mud to pebble bottom, usually in less than 170 meters (Ref. 51666).  Benthic (Ref. 58426).  Feeds on polychaetes and crustaceans (Ref. 10571)."
Lumpenella longirostris,Stichaeidae,Perciformes,Lumpenella longirostris,demersal,25,1140,NA,42,TL,selective plankton feeding,Found offshore (Ref. 2850); possibly the deepest-living lumpenine (Ref. 51666).,Juveniles were found eating copepods almost exclusively (Ref. 6885).
Lumpenus fabricii,Stichaeidae,Perciformes,Lumpenus fabricii,demersal,0,235,NA,36.5,NG,hunting macrofauna (predator),"Inhabits sandy to rocky bottoms, often in seagrass or algae; rarely, if ever, found in intertidal area (Ref. 51666).  Feeds on crustaceans, worms, clams, and fish eggs (Ref. 58426).","Inhabits sandy to rocky bottoms, often in seagrass or algae; rarely, if ever, found in intertidal area (Ref. 51666).  Benthic (Ref. 5951).  Feeds on crustaceans, worms, clams, and fish eggs (Ref. 58426)."
Lumpenus sagitta,Stichaeidae,Perciformes,Lumpenus sagitta,benthopelagic,0,425,NA,51,TL,selective plankton feeding,"Found in shallow bays and offshore waters (Ref. 2850); on sand mixed with silt, pebbles, and stones to depths of 425; usually shallower than 200 meters (Ref. 51666).  Sometimes takes hooks using marine worms as bait (Ref. 6885).",Juveniles feed almost entirely on copepods (Ref. 6885).
Plectobranchus evides,Stichaeidae,Perciformes,Plectobranchus evides,demersal,84,368,NA,13,TL,NA,Inhabits gravel and sand bottom (Ref. 51666).,NA
Poroclinus rothrocki,Stichaeidae,Perciformes,Poroclinus rothrocki,demersal,46,128,NA,25,TL,NA,Inhabits sandy to rocky bottoms at depths of 46 to 128 meters (Ref. 51666).,NA
Stichaeus punctatus,Stichaeidae,Perciformes,Stichaeus punctatus punctatus,demersal,0,100,NA,22,TL,hunting macrofauna (predator),Found in subtidal rocky to sandy areas (Ref. 2850).  Benthic; feeds on crustaceans and worms (Ref. 58426).,"Found in subtidal rocky to sandy areas (Ref. 2850).  Benthic; feeds on crustaceans and worms (Ref. 58426).  Preyed upon by cod, Greenland halibut and Atlantic cod.  Parasite of the species is known to be acanthocephalan (Ref. 5951)."
Aristostomias scintillans,Stomiidae,Stomiiformes,Aristostomias scintillans,bathypelagic,0,1219,NA,23,TL,hunting macrofauna (predator),"Feed on crustaceans (Ref. 4525).  Probably spawn in spring (Ref. 35921).  Apparently, undergo diurnal migration (Ref. 35921).  Oviparous, with planktonic eggs and larvae (Ref. 35921).",NA
Bathophilus flemingi,Stomiidae,Stomiiformes,Bathophilus flemingi,bathypelagic,225,1370,NA,16,TL,hunting macrofauna (predator),"Feed on small crustaceans (Ref. 4525).  Oviparous, with planktonic eggs and larvae (Ref. 35904).",Feeds on crustaceans (Ref. 4525).
Borostomias panamensis,Stomiidae,Stomiiformes,Borostomias panamensis,bathypelagic,500,1800,non-migratory,30,TL,hunting macrofauna (predator),Occurs at a minimum depth of 500 m upon reaching 5 cm in length (Ref. 54657; 82347). Feeds mainly on crustaceans (Ref. 4525).,NA
Chauliodus macouni,Stomiidae,Stomiiformes,Chauliodus macouni,bathypelagic,25,4390,NA,29.299999237060547,TL,hunting macrofauna (predator),"Migrate upward at night (Ref. 28499).  Feed on small planktonic crustaceans, arrow worms and fish (Ref. 28499).  Has photophores on belly arranged in a row (Ref. 2850).  Oviparous, with planktonic eggs and larvae (Ref. 35898).  Also caught with bottom trawls.",Feeds on benthic and planktonic invertebrates (Ref. 6885).
Flagellostomias boureei,Stomiidae,Stomiiformes,Flagellostomias boureei,bathypelagic,0,3000,NA,32.20000076293945,SL,NA,Meso- (Ref. 4468) and bathypelagic (Ref. 58302).,NA
Idiacanthus antrostomus,Stomiidae,Stomiiformes,Idiacanthus antrostomus,bathypelagic,0,1103,NA,33,TL,hunting macrofauna (predator),"Mesopelagic species (Ref. 559).  Migrates to the surface at night and return to the depths at dawn.  Feed mainly on small fishes and crustaceans (Ref. 4525).  Oviparous, with planktonic eggs and larvae (Ref. 35926).  Exhibit extreme sexual dimorphism, with larvoid males (Ref. 35926).",NA
Neonesthes capensis,Stomiidae,Stomiiformes,Neonesthes capensis,bathypelagic,70,1650,NA,17,SL,hunting macrofauna (predator),An oceanic and mesopelagic species usually found deeper than 500 m during the day (Ref. 2802).  Feeds on midwater fishes and crustaceans (Ref. 2802).  Also Ref. 58302.,An oceanic and mesopelagic species usually found deeper than 500 m during the day.  Feeds on midwater fishes and crustaceans.
Opostomias mitsuii,Stomiidae,Stomiiformes,Opostomias mitsuii,bathypelagic,60,1366,NA,36,SL,NA,Mesopelagic (Ref. 58302).,Mesopelagic.
Pachystomias microdon,Stomiidae,Stomiiformes,Pachystomias microdon,bathypelagic,660,4000,NA,22.100000381469727,SL,hunting macrofauna (predator),Meso- (Ref. 27000) and bathypelagic (Ref. 58302).,NA
Photonectes margarita,Stomiidae,Stomiiformes,Photonectes margarita,bathypelagic,808,5087,NA,39.599998474121094,SL,NA,Mesopelagic species (Ref. 559).,NA
Rhadinesthes decimus,Stomiidae,Stomiiformes,Rhadinesthes decimus,bathypelagic,0,4900,NA,41,SL,hunting macrofauna (predator),An oceanic (Ref. 2802) and mesopelagic-bathypelagic species (Ref. 4465).  Usually found deeper than 500 m during the day (Ref. 2802).  Feeds on midwater fishes and crustaceans (Ref. 2802).,An oceanic (Ref. 2802) and meso-bathypelagic species (Ref. 4465). Usually found deeper than 500 m during the day (Ref. 2802). Feeds on midwater fishes and crustaceans.
Stomias atriventer,Stomiidae,Stomiiformes,Stomias atriventer,bathypelagic,100,1500,NA,25,TL,hunting macrofauna (predator),"Usually found at less than 305 m depth (Ref. 2850).  Feed mainly on crustaceans and lanternfishes (Ref. 4525).  Oviparous, with planktonic eggs and larvae (Ref. 35900).",NA
Tactostoma macropus,Stomiidae,Stomiiformes,Tactostoma macropus,bathypelagic,30,2000,NA,34.29999923706055,TL,hunting macrofauna (predator),"Mesopelagic migrating into epipelagic at night (Ref. 35904).  Oviparous, with planktonic eggs and larvae (Ref. 35904).",NA
Peprilus simillimus,Stromateidae,Perciformes,Peprilus simillimus,benthopelagic,9,91,NA,28,SL,NA,"Commonly found on sand bottom of exposed coasts.  Usually occurs in shallow water near shore and often forms small, but fairly dense, schools (Ref. 4563).",NA
Stylephorus chordatus,Stylephoridae,Lampridiformes,Stylephorus chordatus,bathypelagic,300,800,NA,28,SL,variable,"A mesopelagic (Ref. 6808) at 300-600 m at night, 625-800 during day (Ref. 58302) and uncommon species.  Swims in a vertical position, probably migrates over 200-300 m vertical distance each day-night cycle.  Feeds on copepods (Ref. 6741).","A mesopelagic and uncommon species. Swims in a vertical position, probably migrates over 200-300 m vertical distance each day-night cycle. Feeds on copepods."
Synodus lucioceps,Synodontidae,Aulopiformes,Synodus lucioceps,reef-associated,1,229,NA,64,TL,hunting macrofauna (predator),"Perch motionless on pectoral fins in a wide range of habitats; commonly found on sandy bottoms or sand patches around rocky reefs and boulder and gravel strewn slopes.  Active during the day.  May bury in sand with only the eyes and mouth protruding (Ref. 5227).  Feed on fishes (Ref. 9348).  Oviparous, with planktonic eggs and larvae (Ref. 35938).  Extended larval period (Ref. 35938).  Catches are either discarded or made into fish meal (Ref. 9348).",Perch motionless on pectoral fins in a wide range of habitats; commonly found on sandy bottoms or sand patches around rocky reefs and boulder/gravel strewn slopes. Active during the day. May bury in sand with only the eyes and mouth protruding. Feed on fishes.
Desmodema lorum,Trachipteridae,Lampridiformes,Desmodema lorum,pelagic-oceanic,0,500,oceanodromous,114,TL,NA,"Oceanic.  Adults are epipelagic to upper mesopelagic (Ref. 36610).  Young live near surface.  Adults probably occur in deeper water.  Oviparous, with planktonic eggs and larvae (Ref. 36610).",NA
Trachipterus altivelis,Trachipteridae,Lampridiformes,Trachipterus altivelis,pelagic-oceanic,0,900,oceanodromous,183,TL,NA,"Oceanic (Ref. 2850).  Also found near shore, but large adults sometimes feed on the bottom (Ref. 2850).  Small individuals feed on copepods, annelid worms, and fish larvae; larger individuals feed on copepods, euphausiids, small pelagic fishes, young rockfishes, squid, and Octopoda (Ref. 6885).  Oviparous, with planktonic eggs and larvae (Ref. 36610).",NA
Aphanopus arigato,Trichiuridae,Perciformes,Aphanopus arigato,benthopelagic,0,1350,NA,72,SL,NA,"Juveniles mesopelagic at 146-190 m at night, 300-1100 m during day; adults benthopelagic (Ref. 58302).",NA
Benthodesmus pacificus,Trichiuridae,Perciformes,Benthodesmus pacificus,benthopelagic,100,1000,NA,112,SL,NA,"Occurs from 305 m (depth of specimens hooked off Manazuru, Japan) and deeper, sometimes migrating to the surface.  Juveniles mesopelagic from 100 to 500 (1000) m depth.",NA
Lepidopus fitchi,Trichiuridae,Perciformes,Lepidopus fitchi,benthopelagic,100,500,NA,210,SL,variable,"Benthopelagic on the continental shelf  and slope, up to a depth of 400 m or more; generally found over sandy bottoms at a depth between 100 and 250 m (Ref. 9351).  During cold season, it is often seen near the surface at nights when the moon is full (Ref. 9351).  May also be encountered in surge zones and sometimes observed to be beached in large numbers by the shore (Ref. 9351).  A schooling species which feeds on cephalopods, euphausiids and small fishes, including <i>Engraulis mordax</i> and juvenile <i>Merluccius productus</i>.  Marketed fresh and frozen (Ref. 9351).  Excellent food fish, also processed into fish meal and oil (Ref. 9351).","Benthopelagic on the continental shelf  and slope, up to a depth of 400 m or more; generally found over sandy bottoms at a depth between 100 and 250 m. During cold season, it is often seen near the surface at nights when the moon is full. May also be encountered in surge zones and sometimes observed to be beached in large numbers by the shore. A schooling species which feeds on cephalopods, euphausiids and small fishes, including <i>Engraulis mordax</i> and juvenile <i>Merluccius productus</i>."
Trichodon trichodon,Trichodontidae,Perciformes,Trichodon trichodon,demersal,0,375,NA,30.5,TL,hunting macrofauna (predator),"Adults are found in deeper waters whereas larvae and juveniles occupy shallow, nearshore habitats (Ref. 57910).  Usually buried in muddy or sandy bottoms with mouth protruding (Ref. 2850).  Eggs are laid in a gelatinous mass that is attached to rocks (Ref. 2850).  Some have been caught by hand in shallow water (Ref. 2850).","Adults are found in deeper waters whereas larvae and juveniles occupy shallow, nearshore habitats (Ref. 57910).  Usually buried in muddy or sandy bottoms with mouth protruding (Ref. 2850). Larvae and juveniles use shallow, nearshore habitats, whereas most adults occupy deeper waters farther from shore (Ref. 57910).  Water temperature in summer and winter were about 10°C and 4°C, and salinity ranged from 30 to 33 PSS.  Both planktivorous and piscivorous (Ref. 57910)."
Prionotus stephanophrys,Triglidae,Scorpaeniformes,Prionotus stephanophrys,demersal,15,110,NA,43,TL,hunting macrofauna (predator),Inhabits sand or sandy-mud bottom (Ref. 2850).,Forms schools. Known to occur at 60-360 m (Ref. 9098).  Inhabits sand or sandy-mud bottom (Ref. 2850).
Zaprora silenus,Zaproridae,Perciformes,Zaprora silenus,demersal,0,675,NA,88,TL,hunting macrofauna (predator),"Adults occur near bottom (Ref. 2850).  Young to 7.2 cm are pelagic or bathypelagic, usually associated with jellyfish (Ref. 6885). Juveniles take shelter under the medusae and are often mistaken for medusafish <i>Icichthys lockingtoni</i> (Ref. 50276).","Pre-adults stage are pelagic and become demersal. Found in rocky areas. Prowfish feeds gelatinous zooplankton, primarily scyphozoa and salps.  Also found in the stomach of juveniles (5-13.3 cm) are hyperiid amphipods and remains of jellyfish tentacles (Ref. 50718)."
Bothrocara brunneum,Zoarcidae,Perciformes,Bothrocara brunneum,bathydemersal,129,2570,NA,74,TL,hunting macrofauna (predator),"Found on mud or sandy-mud bottoms (Ref. 2850).  The stomach contents indicate that it feeds upon a wide variety of bottom-dwelling organisms, probably eating anything it encounters that has food value and is small enough to ingest (Ref. 4525).",NA
Bothrocara hollandi,Zoarcidae,Perciformes,Bothrocara hollandi,bathydemersal,140,1950,NA,31.799999237060547,SL,NA,NA,NA
Bothrocara molle,Zoarcidae,Perciformes,Bothrocara molle,bathydemersal,60,2688,NA,56,TL,NA,NA,NA
Bothrocara nyx,Zoarcidae,Perciformes,Bothrocara nyx,bathypelagic,790,1508,NA,21.700000762939453,SL,NA,Known from the upper continental slope (Ref. 56148).,NA
Bothrocara pusillum,Zoarcidae,Perciformes,Bothrocara pusillum,bathydemersal,221,2189,NA,14.5,SL,NA,NA,NA
Gymnelus hemifasciatus,Zoarcidae,Perciformes,Gymnelus hemifasciatus,demersal,9,175,NA,10.5,SL,NA,Inhabits continental shelves (Ref. 11954).  Minimum depth from type locality data (Ref. 51665).  Benthic (Ref. 58426).,Inhabits continental shelves (Ref. 11954).  Minimum depth from type locality data (Ref. 51665).  Benthic (Ref. 58426).
Gymnelus viridis,Zoarcidae,Perciformes,Gymnelus viridis,demersal,0,320,NA,56,TL,hunting macrofauna (predator),"Inhabits continental shelves, but generally living in shallower water (Ref. 11954); usually live over sand and muddy bottoms among seaweeds (Ref. 5951).  Benthic; feeds on crustaceans, worms and clams (Ref. 58426).","Inhabits continental shelves, but generally living in shallower water (Ref. 11954).  Benthic; feeds on crustaceans, worms and clams (Ref. 58426).  It is preyed upon by seagulls, murres, seals, cod and wolffish (Ref. 5951)."
